ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.14999999999999997,-0.15,True,-0.44746794003712104,8.963036074068152e-10,0.053278563792697416,0.6526833674152226,0.5020922115704661,0.12324701893905722,0.14489027074030694,0.20936811660706034,0.06778750082207198,6.281889769668099
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.14999999999999997,-0.15,True,-0.4932778489346671,1.2537507553299639e-09,0.0018341523423849062,0.7984644682992561,0.5238742587933609,0.33332138474607065,0.21810200451345496,0.21389153458049398,0.36448162706545706,3.1413482198757277
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.14999999999999997,-0.15,False,-0.5109284264217937,0.010971677720865701,0.11830023429251532,0.792811494310559,0.5021890627140272,0.15809639151135885,8.026350140077909e-09,1.4539087219184177e-05,6.266773960872385e-09,1.5709288492701918,3.141280890913972
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.14999999999999997,-0.15,True,-0.44976964161289507,1.2294078580126512e-09,0.012430655982761756,0.6602764027593635,0.505212849547377,0.08949812176175341,0.15135200938418877,0.15308740475923863,0.2066169755907034,1.8841642344192053,5.161196075128943
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.14999999999999997,-0.15,False,-0.4939396267952789,9.759650819092568e-10,0.022134624527600927,0.7616620351516402,0.5028186641748102,7.511977054946994e-05,2.995610356509859e-05,0.19765866843696706,8.947937650574667e-05,1.5711653588167112,0.0006408267568627224
